"class","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13"
"u",0.0,1.0,75.66373,0.79474,53.23533,-0.99558,0.09392,132.6643,-3.14159,5.83002,2.16824,0.22222,766.0
"u",0.0,1.0,107.44766,0.89751,99.82485,0.67118,0.7413,250.63485,4.24874,7.55582,3.59302,1.17778,812.0
"u",0.0,1.0,67.47592,0.87985,43.10452,0.99758,-0.0696,121.38922,3.14159,5.14638,3.3749,0.64063,547.0
"u",0.0,1.0,46.01087,0.83152,31.01612,-0.99948,0.03224,89.06397,0.0,13.85337,12.03138,0.07111,1360.0
"u",0.0,1.0,97.30879,0.88001,61.0,0.98361,-0.18033,171.63189,3.46334,3.71205,1.18834,1.22656,453.0
"u",0.1644,0.98639,83.00602,0.93934,46.09772,0.99788,0.06508,160.59088,3.14159,7.33422,3.27888,1.13778,547.0
"u",0.09054,0.99589,99.985,1.03552,50.01,0.9998,0.02,199.66988,2.35619,4.54549,2.2796,0.67578,640.0
"u",0.89443,0.44721,114.20158,0.92204,68.11755,0.99827,-0.05872,204.22089,1.5708,4.97022,2.13252,2.64889,390.0
"u",0.0,1.0,111.64676,1.03499,60.53924,0.92502,-0.37992,190.76047,3.14159,4.0016,1.35876,0.86222,422.0
"u",0.0,1.0,58.89822,0.86954,38.01316,0.99965,0.02631,108.30113,3.14159,4.0338,1.48351,0.55556,531.0
"u",0.0,1.0,69.89278,0.97883,39.45884,0.98837,-0.15206,128.25256,3.14159,3.78509,1.32245,0.31641,422.0
"v",0.24254,0.97014,75.16648,0.99386,43.32436,0.94635,-0.32314,121.91241,-1.19029,3.648,1.98253,1.51563,578.0
"v",0.0,1.0,87.00575,0.9158,54.12947,0.97913,0.20322,142.37373,-0.46365,3.43896,2.10257,1.44444,563.0
"v",0.0,1.0,73.78347,0.99783,40.0125,0.99969,0.02499,136.18419,-0.7854,3.20154,1.3079,0.87556,515.0
"v",0.31623,0.94868,90.27181,0.88741,58.69412,0.97114,-0.23852,140.76847,-0.51915,3.51152,1.23033,2.40444,453.0
"v",0.70711,0.70711,73.87828,0.88126,48.76474,0.96381,0.26659,115.80853,1.5708,6.48642,3.52512,1.14063,438.0
"v",0.37139,0.92848,90.68627,0.72298,68.00735,0.99989,-0.0147,142.15485,0.7854,6.69438,4.97994,1.39063,625.0
"v",0.0,1.0,91.5478,0.87046,59.4138,0.99304,0.11782,148.2382,-1.5708,3.2508,1.1837,1.26953,500.0
"v",0.37139,0.92848,88.4138,0.80939,61.0082,0.99987,0.01639,142.87113,-1.24905,3.15718,1.15393,1.35556,484.0
"v",0.5547,0.83205,108.57716,0.87016,71.38627,0.98058,-0.19612,170.50084,0.32175,3.39627,1.70392,7.53778,422.0
"v",-0.44721,0.89443,114.56003,0.77305,82.60751,-0.99265,0.12105,177.00484,-0.0555,3.41275,1.75833,0.89778,657.0
"v",0.24254,0.97014,75.16648,0.99386,43.32436,0.94635,-0.32314,121.91241,-1.19029,3.648,1.98253,1.51563,578.0
"v",0.70711,0.70711,132.65368,0.86544,87.86353,0.97879,-0.20486,206.21962,-0.7854,3.54305,1.34938,4.84766,438.0
"v",1.0,0.0,110.53506,0.72138,84.34453,0.98406,-0.17784,170.95139,-2.35619,8.37737,4.5002,0.66222,1734.0
"v",0.0,1.0,112.48555,0.81683,79.30952,0.97088,-0.23957,167.56021,1.5708,3.08224,1.48173,3.28889,422.0
"v",0.44721,0.89443,98.4124,0.83572,67.46851,0.97823,-0.2075,149.34462,-1.3734,3.74351,2.13855,1.39556,406.0
"v",0.0,1.0,75.45197,0.96441,44.38468,0.9688,0.24783,125.14697,-0.7854,3.14333,0.77175,1.01778,438.0
"v",0.0,1.0,85.42833,0.90154,55.08176,0.96221,0.27232,136.44792,0.7854,7.87719,5.48753,0.78125,625.0
"v",0.24254,0.97014,108.30051,0.83112,73.68175,0.99075,-0.13572,173.88412,-0.46365,3.30282,0.81536,1.15625,500.0
"v",0.0,1.0,116.77757,0.8278,79.00633,0.99992,0.01266,194.05512,1.5708,5.52065,3.28316,3.79111,641.0
"v",1.0,0.0,92.19544,0.70863,70.5762,0.99184,0.12752,135.23893,-0.7854,9.35862,5.57069,1.23828,984.0
"w",0.0,1.0,111.8034,0.82335,69.87131,0.98753,-0.15743,249.68839,8.63938,9.40582,4.83789,1.13778,1125.0
"w",0.0,1.0,58.0,0.80978,35.0571,0.99837,0.05705,135.3627,4.71239,9.4492,7.34935,0.36444,985.0
"w",0.0,1.0,75.28612,0.69134,57.42822,0.99254,0.12189,139.42996,6.28319,9.52809,5.19134,0.57031,875.0
"w",0.35112,0.93633,62.24147,0.80812,42.0119,0.99972,0.0238,135.14671,4.33188,11.90858,8.12321,0.21778,1031.0
"w",0.0,1.0,70.00714,0.7955,44.10215,0.99768,0.06802,152.0121,4.71239,11.52808,6.21963,0.46222,1031.0
"w",0.0,1.0,75.66373,0.77605,50.01,0.9798,0.19996,148.89032,6.28319,10.06828,6.98787,0.4,922.0
"w",0.44721,0.89443,92.358,0.585,76.23647,0.9969,0.0787,168.61392,7.06858,10.93526,5.27268,1.11111,828.0
"w",-0.19612,0.98058,75.80237,0.93521,44.72136,0.89443,0.44721,151.49601,6.74683,10.42093,5.76854,0.47266,922.0
"w",0.0,1.0,63.89053,0.69674,48.50773,0.98953,0.14431,127.34091,6.28319,9.61341,5.35786,0.25,875.0
"w",0.0,1.0,110.80162,0.63809,89.35883,0.99598,-0.08953,267.72557,7.33484,19.49058,12.19577,0.64,1672.0
"w",0.0,1.0,161.24515,0.76786,107.51744,0.98589,-0.16741,336.45982,8.31763,8.76925,4.59129,2.67111,766.0
"w",0.31623,0.94868,113.60018,0.64174,88.0,1.0,0.0,230.57404,7.06858,11.19344,6.03756,1.19141,813.0
"w",0.0,1.0,103.9471,0.7922,73.4983,0.96601,0.25851,246.72522,6.74683,7.28449,3.87031,1.60444,875.0
"w",0.24254,0.97014,94.92102,0.72577,69.06519,0.99906,-0.04344,221.07063,5.81954,7.75656,4.4534,1.20889,750.0
"w",0.0,1.0,77.62087,0.66669,60.87693,0.96917,0.2464,137.13543,7.85398,9.42478,5.22294,0.5625,813.0
"w",0.1644,0.98639,89.19641,0.83298,59.43904,0.97579,0.21871,196.21455,5.49779,7.98721,4.14743,1.0,703.0
"w",0.70711,-0.70711,116.6919,0.76722,87.09191,0.9645,-0.26409,227.49674,4.71239,8.15417,3.8883,1.40625,703.0
"w",0.0,1.0,49.20366,0.9151,30.36445,0.95506,0.2964,100.32697,6.28319,7.71627,5.38944,0.15625,1375.0
"w",0.0,1.0,81.32035,0.79409,54.45181,0.9917,-0.12855,171.10044,7.06858,9.63332,5.13717,1.19141,750.0
"w",0.44721,0.89443,58.69412,0.77335,39.20459,0.99478,-0.10203,122.95811,6.74683,14.83437,10.48388,0.4,891.0
"x",0.44721,0.89443,72.86288,0.75628,42.04759,-0.04757,0.99887,178.66269,1.89255,6.26906,3.6501,2.31111,625.0
"x",0.39392,0.91915,147.51271,0.86217,97.6934,-0.38897,0.92125,325.92629,0.26985,3.49932,1.54632,7.15625,719.0
"x",0.14142,0.98995,94.03191,0.99754,39.11521,-0.0767,0.99705,229.31445,1.5708,4.61609,2.00716,2.32,797.0
"x",0.0,1.0,82.13404,0.83708,62.16912,-0.19302,0.98119,211.67329,2.35619,9.9533,6.63338,2.03125,812.0
"x",0.37139,0.92848,68.41053,0.90975,46.38965,-0.12934,0.9916,167.5944,5.81954,9.82393,6.84831,1.39063,843.0
"x",0.6,0.8,75.28612,0.87946,46.32494,0.23745,0.9714,194.65066,1.89255,3.46917,1.56365,2.83203,657.0
"x",0.44721,0.89443,66.4003,0.92428,44.0,0.0,1.0,174.54917,1.10715,7.86236,5.20492,0.95703,844.0
"x",0.70711,0.70711,94.57801,0.98866,50.08992,0.05989,0.9982,240.65389,1.89255,11.84855,7.36413,2.46222,969.0
"x",0.70711,0.70711,61.84658,0.88848,38.11824,0.0787,0.9969,153.7938,0.1419,7.18979,3.89882,0.89453,1109.0
"x",0.44721,0.89443,155.79474,0.83989,106.73331,-0.22486,0.97439,351.29876,5.69518,7.28895,2.79792,3.70703,578.0
"x",0.0,1.0,141.22677,0.70018,89.31965,-0.36946,0.92925,314.14933,3.7296,7.27499,4.40974,4.31641,1141.0
"x",0.94868,0.31623,92.09777,0.84686,50.48762,-0.13865,0.99034,200.64472,4.00376,7.44988,4.34874,1.07556,547.0
"x",0.76822,0.64018,153.83758,0.90519,102.23991,-0.06847,0.99765,338.33597,0.25981,4.48591,1.96507,10.19531,563.0
"x",0.5547,0.83205,100.65784,0.8557,69.11584,-0.05787,0.99832,260.59532,3.60524,7.2574,4.14392,2.82031,719.0
"x",0.31623,0.94868,82.73452,0.79394,56.30275,-0.33746,0.94134,200.54284,0.1419,6.40182,3.43585,2.26563,844.0
"x",0.70711,0.70711,66.46804,0.7854,34.23449,0.11684,0.99315,164.35235,2.35619,5.00539,3.04327,1.0625,657.0
"x",-0.44721,-0.89443,90.78546,0.86336,57.38467,-0.38338,0.92359,227.22441,1.5708,8.89529,5.1541,0.78906,812.0
"x",0.70711,0.70711,76.05919,0.88784,58.30952,0.1029,0.99469,208.78967,3.60524,9.97658,6.39926,1.72266,719.0
"x",0.31623,0.94868,68.62215,0.81632,46.09772,-0.06508,0.99788,170.96972,4.71239,6.75716,3.073,0.50222,672.0
"x",0.0,1.0,71.06335,0.88507,42.0,0.0,1.0,183.44597,3.92699,7.50245,3.39731,1.08889,797.0
"y",0.70711,0.70711,176.17321,1.2293,97.00515,0.60822,0.79377,455.89639,0.7854,10.99004,6.51794,2.77778,859.0
"y",0.0,1.0,108.07868,1.1817,71.84706,0.57066,0.82119,267.2502,-1.32582,10.20784,5.10192,3.48889,875.0
"y",-0.37139,0.92848,108.70603,1.08246,65.79514,0.72954,0.68394,279.25696,-2.35619,8.5629,4.30761,2.00889,844.0
"y",0.13216,0.99123,123.54756,1.0637,73.23933,0.81923,0.57346,301.11893,-1.24905,9.18892,3.97462,1.44444,860.0
"y",-0.19612,0.98058,92.65528,0.96184,61.58734,0.84433,0.53582,243.46173,-0.7854,9.76457,4.9489,1.72266,797.0
"y",0.12403,0.99228,134.26094,1.19721,71.02112,0.53505,0.84482,340.68267,-1.89255,9.76075,4.78497,1.97778,781.0
"y",0.70711,0.70711,114.03947,1.10715,59.64059,0.82159,0.57008,285.55745,-1.40565,9.96321,4.69292,3.70703,734.0
"y",0.70711,0.70711,142.33763,1.22683,87.23531,0.42414,0.9056,287.34849,-1.10715,9.59807,4.66704,3.85156,796.0
"y",0.0,1.0,105.70241,1.16218,58.69412,0.71557,0.69854,283.17992,-1.10715,11.03376,5.86903,1.77778,828.0
"y",0.31623,0.94868,171.94476,0.74838,103.84604,0.96296,0.26963,429.31029,1.12842,12.51811,5.73624,1.45778,1344.0
"y",0.0,1.0,165.32392,0.96602,94.59387,0.97258,-0.23257,437.59468,-0.34877,9.76965,3.93666,1.66016,1188.0
"y",-0.27472,0.96152,141.7921,1.12607,88.81441,0.58549,0.81068,367.30918,-1.24905,10.10148,4.27393,2.91016,844.0
"y",0.09054,0.99589,223.03363,1.00269,122.80065,0.86319,-0.50488,512.10639,1.2925,9.60089,3.91705,2.44141,1281.0
"y",0.0,1.0,186.55294,1.13352,110.11358,0.63571,0.77193,416.24716,-1.32582,9.88382,4.73821,16.28444,796.0
"y",0.70711,0.70711,109.77249,1.1683,65.94695,0.65204,0.75819,249.1937,3.46334,10.98917,6.07453,2.81778,750.0
"y",0.19612,0.98058,84.87638,0.96972,55.56978,0.86378,0.50387,213.29943,-1.5708,10.70326,6.63099,0.65778,750.0
"y",0.19612,0.98058,105.11898,1.08588,72.24957,0.66436,0.74741,238.0103,-2.03444,8.73742,4.22055,3.50222,844.0
"y",-0.19612,0.98058,155.0774,1.17353,99.62429,0.58219,0.81305,319.47587,-1.5708,9.04425,4.4356,2.08203,875.0
"y",0.0,1.0,97.94386,1.01111,72.83543,0.71394,0.70021,223.32139,-1.10715,14.09878,8.44203,1.44,1047.0
"y",0.0,1.0,139.31619,1.16496,83.63014,0.65766,0.75332,360.43324,-1.24905,8.50317,3.7026,2.0,813.0
"z",0.89443,0.44721,56.22277,0.89883,52.15362,0.53688,0.84366,107.77983,2.03444,6.21433,3.35761,1.17778,578.0
"z",1.0,0.0,60.959,0.85505,60.20797,0.66436,0.74741,134.44329,1.5708,3.78053,2.34607,0.92444,922.0
"z",0.70711,0.70711,69.77105,1.09433,69.77105,0.45864,0.88862,124.6753,-0.7854,6.86767,4.10153,1.51953,765.0
"z",0.70711,0.70711,47.63402,0.8895,47.63402,0.6298,0.77676,103.54068,-1.5708,2.08116,1.11203,1.13281,797.0
"z",0.94868,0.31623,64.66065,0.88398,64.03124,0.6247,0.78087,138.59781,0.0,6.04301,3.73599,1.13281,703.0
"z",1.0,0.0,78.1025,0.87606,76.83749,0.6247,0.78087,162.9159,-0.0,2.59315,1.94846,0.73633,719.0
"z",0.70711,0.70711,77.00649,0.91431,72.94518,0.54836,0.83624,145.49653,-1.5708,4.11499,2.34544,1.47266,688.0
"z",0.85749,0.5145,79.20227,0.91972,77.62087,0.61839,0.78587,147.02746,-0.98279,4.36349,1.92032,0.66406,735.0
"z",1.0,0.0,78.24321,0.89406,78.24321,0.62625,0.77962,160.82148,0.0,2.1033,1.34297,1.26953,704.0
"z",1.0,0.0,128.06248,0.67474,97.94386,0.89847,0.43903,267.26986,1.76819,3.85318,1.75269,2.16406,718.0
"z",0.98995,0.14142,155.08062,0.56475,148.52946,0.88198,0.47129,296.84634,1.92957,14.06156,8.68256,3.52444,1000.0
"z",1.0,0.0,59.90826,0.98742,55.22681,0.52511,0.85104,119.27239,-3.14159,6.92669,4.22546,2.08,594.0
"z",1.0,0.0,105.47512,0.83234,77.7946,0.71984,0.69414,196.57607,0.0,5.42822,3.78727,1.8,735.0
"z",1.0,0.0,82.20097,0.63863,74.70609,0.88346,0.4685,184.94218,0.0,3.44465,1.70584,2.25781,609.0
"z",1.0,0.0,88.75246,0.98592,75.47185,0.53,0.848,173.77191,-0.0,4.05455,1.8548,4.00444,672.0
"z",1.0,0.0,69.06519,0.97075,62.64982,0.41501,0.90982,131.43407,0.0,6.773,3.50536,0.28906,860.0
"z",1.0,0.0,73.60027,0.93001,73.00685,0.58899,0.80814,150.26953,-1.5708,5.25763,2.89697,0.57778,828.0
"z",0.94868,0.31623,69.11584,1.02293,63.07139,0.42809,0.90374,134.34856,0.7854,7.1445,4.57298,0.91016,922.0
"z",-1.0,0.0,79.20227,0.91972,71.11962,0.46401,0.88583,163.66374,-1.5708,3.77396,2.58562,1.22266,860.0
"z",0.94868,0.31623,72.67049,0.97134,71.84706,0.57066,0.82119,150.52145,2.35619,3.35559,1.87962,3.35111,875.0
